Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,2005,t,211808,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,2006,t,210896,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,2007,t,190600,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,2008,t,178000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,200000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,220000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,225000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,254185.54,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,249391.57,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,252657.41,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,217219.69,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,268987.22,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2021,2021,t,247673.76,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2005,2005,t,30403,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2006,2006,t,27109,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2007,2007,t,22900,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2008,2008,t,30000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2009,2009,t,30000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2010,2010,t,20000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2011,2011,t,18000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2016,2016,t,47536.06,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2017,2017,t,35495.31,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2018,2018,t,30603.17,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2019,2019,t,22613.16,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2020,2020,t,24430.85,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4001,Urea,2021,2021,t,19053.49,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2005,2005,t,2284,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2006,2006,t,2097,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2007,2007,t,2800,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2008,2008,t,3400,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2009,2009,t,2000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2010,2010,t,2200,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2011,2011,t,3000,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2016,2016,t,2377.94,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2017,2017,t,2760.19,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,3309.08,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,3204.1,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,3635.34,A,Official figure
RFB,Fertilizers by Product,040,Austria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,2630.96,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4003,Ammonium nitrate (AN),2003,2003,t,28682,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4003,Ammonium nitrate (AN),2005,2005,t,8986,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4003,Ammonium nitrate (AN),2009,2009,t,160981,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,2015,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,0,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,2008,t,3838,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,14755,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,35738,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,17970,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2013,2013,t,550,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2014,2014,t,822,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2015,2015,t,1187,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2016,2016,t,1397,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2017,2017,t,2673,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2018,2018,t,3199,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2019,2019,t,4511,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2020,2020,t,4606,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5510,Production,4001,Urea,2021,2021,t,5885,A,Official figure
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2003,2003,t,37626,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2004,2004,t,39581,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2005,2005,t,61847,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2008,2008,t,102864,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2009,2009,t,58154,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2010,2010,t,104108,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4001,Urea,2011,2011,t,181270,I,Imputed value
RFB,Fertilizers by Product,100,Bulgaria,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2009,2009,t,389,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2005,2005,t,1665,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2006,2006,t,3640,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2010,2010,t,105,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2014,2014,t,12791,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2015,2015,t,30404,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2016,2016,t,33403,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2017,2017,t,27244,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2018,2018,t,31642,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2019,2019,t,24901,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2020,2020,t,32811,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4003,Ammonium nitrate (AN),2021,2021,t,0,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2003,2003,t,67221,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2015,2015,t,1747,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2016,2016,t,1495,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2017,2017,t,721,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2018,2018,t,1044,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2019,2019,t,366,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2020,2020,t,130,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2021,2021,t,137,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,2005,t,237898,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,2006,t,249319,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,2007,t,238575,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,2008,t,283801,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,308658,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,320153,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,336037,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2012,2012,t,288338,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,332909,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,362351,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,2015,t,304818,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,333989,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,368218,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,304954,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,333966,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,334089,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2021,2021,t,151378,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,2005,t,137286,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,2006,t,134451,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,2007,t,154371,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,2008,t,192339,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,109796,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,134332,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,174217,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,120149,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,89384,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,2015,t,112541,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,105201,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,123506,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,126449,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,124713,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,125130,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2021,2021,t,131057,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2005,2005,t,372627,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2006,2006,t,370549,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2007,2007,t,407864,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2008,2008,t,405950,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2009,2009,t,389071,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2010,2010,t,439310,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2011,2011,t,445160,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2012,2012,t,428332,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2013,2013,t,438615,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2014,2014,t,465373,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2015,2015,t,447934,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2016,2016,t,393544,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2017,2017,t,464638,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2018,2018,t,361142,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2019,2019,t,452480,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2020,2020,t,437155,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4001,Urea,2021,2021,t,281879,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2005,2005,t,92839,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2006,2006,t,69018,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2007,2007,t,110495,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2008,2008,t,143123,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2009,2009,t,87518,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2010,2010,t,89972,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2011,2011,t,111450,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2013,2013,t,69348,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2014,2014,t,72325,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2015,2015,t,79547,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2016,2016,t,78232,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2017,2017,t,91892,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2018,2018,t,90843,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2019,2019,t,89439,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2020,2020,t,91796,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4001,Urea,2021,2021,t,95252,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2005,2005,t,5397,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2006,2006,t,6464,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2007,2007,t,2097,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2008,2008,t,2735,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2009,2009,t,4645,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2010,2010,t,1618,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2012,2012,t,3775,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2013,2013,t,3101,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2014,2014,t,9966,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2015,2015,t,8160,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2016,2016,t,10278,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2017,2017,t,15475,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,9077,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,67183,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,42029,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,31693,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2003,2003,t,6172,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2005,2005,t,5380,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2006,2006,t,6453,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2007,2007,t,2192,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2008,2008,t,1808,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2009,2009,t,2636,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2010,2010,t,1590,I,Imputed value
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2013,2013,t,1049,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2014,2014,t,1072,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2015,2015,t,1157,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2016,2016,t,1392,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2017,2017,t,1352,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,1414,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,1503,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,1199,A,Official figure
RFB,Fertilizers by Product,191,Croatia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,173,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2010,2010,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2011,2011,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2012,2012,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2015,2015,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2016,2016,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2017,2017,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2018,2018,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2019,2019,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2020,2020,t,0,A,Official figure
RFB,Fertilizers by Product,196,Cyprus,5510,Production,4003,Ammonium nitrate (AN),2021,2021,t,0,A,Official figure
